,0
1555,"2, 187200, Note_on_c, 0, 75, 111
"
1556,"2, 187320, Note_off_c, 0, 75, 80
"
1557,"2, 187320, Note_on_c, 0, 69, 111
"
1558,"2, 187440, Note_off_c, 0, 69, 80
"
1559,"2, 187440, Note_on_c, 0, 78, 111
"
1560,"2, 187560, Note_off_c, 0, 78, 80
"
1561,"2, 187560, Note_on_c, 0, 75, 111
"
1562,"2, 187680, Note_off_c, 0, 75, 80
"
1563,"2, 187680, Note_on_c, 0, 81, 111
"
1564,"2, 188160, Note_off_c, 0, 81, 80
"
1565,"2, 188160, Note_on_c, 0, 69, 111
"
1566,"2, 188160, Note_on_c, 0, 63, 111
"
1567,"2, 188160, Note_on_c, 0, 59, 111
"
1568,"2, 188160, Note_on_c, 0, 47, 127
"
1569,"2, 188640, Note_off_c, 0, 69, 80
"
1570,"2, 188640, Note_off_c, 0, 63, 80
"
1571,"2, 188640, Note_off_c, 0, 59, 80
"
1572,"2, 188640, Note_off_c, 0, 47, 80
"
1573,"2, 188640, Note_on_c, 0, 63, 111
"
1574,"2, 188760, Note_off_c, 0, 63, 80
"
1575,"2, 188760, Note_on_c, 0, 57, 111
"
1576,"2, 188880, Note_off_c, 0, 57, 80
"
1577,"2, 188880, Note_on_c, 0, 66, 111
"
1578,"2, 189000, Note_off_c, 0, 66, 80
"
1579,"2, 189000, Note_on_c, 0, 63, 111
"
1580,"2, 189120, Note_off_c, 0, 63, 80
"
1581,"2, 189120, Note_on_c, 0, 69, 111
"
1582,"2, 189600, Note_off_c, 0, 69, 80
"
1583,"2, 189600, Note_on_c, 0, 59, 111
"
1584,"2, 189600, Note_on_c, 0, 57, 111
"
1585,"2, 189600, Note_on_c, 0, 51, 111
"
1586,"2, 189600, Note_on_c, 0, 47, 111
"
1587,"2, 190080, Note_off_c, 0, 59, 80
"
1588,"2, 190080, Note_off_c, 0, 57, 80
"
1589,"2, 190080, Note_off_c, 0, 51, 80
"
1590,"2, 190080, Note_off_c, 0, 47, 80
"
1591,"2, 190080, Note_on_c, 0, 57, 111
"
1592,"2, 190200, Note_off_c, 0, 57, 80
"
1593,"2, 190200, Note_on_c, 0, 54, 111
"
1594,"2, 190320, Note_off_c, 0, 54, 80
"
1595,"2, 190320, Note_on_c, 0, 59, 111
"
1596,"2, 190440, Note_off_c, 0, 59, 80
"
1597,"2, 190440, Note_on_c, 0, 57, 83
"
1598,"2, 190560, Note_off_c, 0, 57, 80
"
1599,"2, 190560, Note_on_c, 0, 63, 111
"
1600,"2, 191040, Note_off_c, 0, 63, 80
"
1601,"2, 191040, Note_on_c, 0, 63, 111
"
1602,"2, 191040, Note_on_c, 0, 57, 111
"
1603,"2, 191040, Note_on_c, 0, 54, 111
"
1604,"2, 191040, Note_on_c, 0, 47, 127
"
1605,"2, 191520, Note_off_c, 0, 63, 80
"
1606,"2, 191520, Note_off_c, 0, 57, 80
"
1607,"2, 191520, Note_off_c, 0, 54, 80
"
1608,"2, 191520, Note_off_c, 0, 47, 80
"
1609,"2, 191520, Note_on_c, 0, 63, 111
"
1610,"2, 191520, Note_on_c, 0, 57, 111
"
1611,"2, 191520, Note_on_c, 0, 54, 111
"
1612,"2, 191520, Note_on_c, 0, 47, 127
"
1613,"2, 192000, Note_off_c, 0, 63, 80
"
1614,"2, 192000, Note_off_c, 0, 57, 80
"
1615,"2, 192000, Note_off_c, 0, 54, 80
"
1616,"2, 192000, Note_off_c, 0, 47, 80
"
1617,"2, 192000, Note_on_c, 0, 66, 111
"
1618,"2, 192000, Note_on_c, 0, 57, 111
"
1619,"2, 192480, Note_off_c, 0, 66, 80
"
1620,"2, 192480, Note_off_c, 0, 57, 80
"
1621,"2, 192480, Note_on_c, 0, 64, 111
"
1622,"2, 192480, Note_on_c, 0, 56, 127
"
1623,"2, 192960, Note_off_c, 0, 64, 80
"
1624,"2, 192960, Note_off_c, 0, 56, 80
"
1625,"2, 192960, Tempo, 451127
"
1626,"2, 192960, Note_on_c, 0, 76, 111
"
1627,"2, 193080, Note_off_c, 0, 76, 80
"
1628,"2, 193080, Note_on_c, 0, 71, 111
"
1629,"2, 193200, Note_off_c, 0, 71, 80
"
1630,"2, 193200, Note_on_c, 0, 80, 111
"
1631,"2, 193320, Note_off_c, 0, 80, 80
"
1632,"2, 193320, Note_on_c, 0, 76, 111
"
1633,"2, 193440, Note_off_c, 0, 76, 80
"
1634,"2, 193440, Note_on_c, 0, 83, 111
"
1635,"2, 193920, Note_off_c, 0, 83, 80
"
1636,"2, 194400, Note_on_c, 0, 68, 111
"
1637,"2, 194520, Note_off_c, 0, 68, 80
"
1638,"2, 194520, Note_on_c, 0, 64, 111
"
1639,"2, 194640, Note_off_c, 0, 64, 80
"
1640,"2, 194640, Note_on_c, 0, 71, 111
"
1641,"2, 194760, Note_off_c, 0, 71, 80
"
1642,"2, 194760, Note_on_c, 0, 68, 111
"
1643,"2, 194880, Note_off_c, 0, 68, 80
"
1644,"2, 194880, Note_on_c, 0, 76, 111
"
1645,"2, 195360, Note_off_c, 0, 76, 80
"
1646,"2, 195840, Note_on_c, 0, 56, 127
"
1647,"2, 195960, Note_off_c, 0, 56, 80
"
1648,"2, 195960, Note_on_c, 0, 52, 111
"
1649,"2, 196080, Note_off_c, 0, 52, 80
"
1650,"2, 196080, Note_on_c, 0, 59, 111
"
1651,"2, 196200, Note_off_c, 0, 59, 80
"
1652,"2, 196200, Note_on_c, 0, 56, 127
"
1653,"2, 196320, Note_off_c, 0, 56, 80
"
1654,"2, 196320, Note_on_c, 0, 64, 111
"
1655,"2, 196800, Note_off_c, 0, 64, 80
"
1656,"2, 196800, Note_on_c, 0, 64, 111
"
1657,"2, 196800, Note_on_c, 0, 58, 111
"
1658,"2, 196800, Note_on_c, 0, 49, 111
"
1659,"2, 197280, Note_off_c, 0, 64, 80
"
1660,"2, 197280, Note_off_c, 0, 58, 80
"
1661,"2, 197280, Note_off_c, 0, 49, 80
"
1662,"2, 197280, Note_on_c, 0, 64, 111
"
1663,"2, 197280, Note_on_c, 0, 61, 111
"
1664,"2, 197280, Note_on_c, 0, 46, 127
"
1665,"2, 197760, Note_off_c, 0, 64, 80
"
1666,"2, 197760, Note_off_c, 0, 61, 80
"
1667,"2, 197760, Note_off_c, 0, 46, 80
"
1668,"2, 197760, Note_on_c, 0, 64, 111
"
1669,"2, 197760, Note_on_c, 0, 61, 111
"
1670,"2, 198240, Note_off_c, 0, 64, 80
"
1671,"2, 198240, Note_off_c, 0, 61, 80
"
1672,"2, 198240, Note_on_c, 0, 63, 111
"
1673,"2, 198240, Note_on_c, 0, 59, 111
"
1674,"2, 198720, Note_off_c, 0, 63, 80
"
1675,"2, 198720, Note_off_c, 0, 59, 80
"
1676,"2, 198720, Note_on_c, 0, 75, 111
"
1677,"2, 198840, Note_off_c, 0, 75, 80
"
1678,"2, 198840, Note_on_c, 0, 69, 111
"
1679,"2, 198960, Note_off_c, 0, 69, 80
"
1680,"2, 198960, Note_on_c, 0, 78, 111
"
1681,"2, 199080, Note_off_c, 0, 78, 80
"
1682,"2, 199080, Note_on_c, 0, 75, 111
"
1683,"2, 199200, Note_off_c, 0, 75, 80
"
1684,"2, 199200, Note_on_c, 0, 81, 111
"
1685,"2, 199680, Note_off_c, 0, 81, 80
"
1686,"2, 199680, Note_on_c, 0, 69, 111
"
1687,"2, 199680, Note_on_c, 0, 63, 111
"
1688,"2, 199680, Note_on_c, 0, 59, 111
"
1689,"2, 199680, Note_on_c, 0, 47, 127
"
1690,"2, 200160, Note_off_c, 0, 69, 80
"
1691,"2, 200160, Note_off_c, 0, 63, 80
"
1692,"2, 200160, Note_off_c, 0, 59, 80
"
1693,"2, 200160, Note_off_c, 0, 47, 80
"
1694,"2, 200160, Note_on_c, 0, 63, 111
"
1695,"2, 200280, Note_off_c, 0, 63, 80
"
1696,"2, 200280, Note_on_c, 0, 57, 111
"
1697,"2, 200400, Note_off_c, 0, 57, 80
"
1698,"2, 200400, Note_on_c, 0, 66, 111
"
1699,"2, 200520, Note_off_c, 0, 66, 80
"
1700,"2, 200520, Note_on_c, 0, 63, 111
"
1701,"2, 200640, Note_off_c, 0, 63, 80
"
1702,"2, 200640, Note_on_c, 0, 69, 111
"
1703,"2, 201120, Note_off_c, 0, 69, 80
"
1704,"2, 201120, Note_on_c, 0, 59, 111
"
1705,"2, 201120, Note_on_c, 0, 57, 111
"
1706,"2, 201120, Note_on_c, 0, 51, 111
"
1707,"2, 201120, Note_on_c, 0, 47, 111
"
1708,"2, 201600, Note_off_c, 0, 59, 80
"
1709,"2, 201600, Note_off_c, 0, 57, 80
"
1710,"2, 201600, Note_off_c, 0, 51, 80
"
1711,"2, 201600, Note_off_c, 0, 47, 80
"
1712,"2, 201600, Note_on_c, 0, 57, 111
"
1713,"2, 201720, Note_off_c, 0, 57, 80
"
1714,"2, 201720, Note_on_c, 0, 54, 111
"
1715,"2, 201840, Note_off_c, 0, 54, 80
"
1716,"2, 201840, Note_on_c, 0, 59, 111
"
1717,"2, 201960, Note_off_c, 0, 59, 80
"
1718,"2, 201960, Note_on_c, 0, 57, 83
"
1719,"2, 202080, Note_off_c, 0, 57, 80
"
1720,"2, 202080, Note_on_c, 0, 63, 111
"
1721,"2, 202560, Note_off_c, 0, 63, 80
"
1722,"2, 202560, Note_on_c, 0, 63, 111
"
1723,"2, 202560, Note_on_c, 0, 57, 111
"
1724,"2, 202560, Note_on_c, 0, 54, 111
"
1725,"2, 202560, Note_on_c, 0, 47, 127
"
1726,"2, 203040, Note_off_c, 0, 63, 80
"
1727,"2, 203040, Note_off_c, 0, 57, 80
"
1728,"2, 203040, Note_off_c, 0, 54, 80
"
1729,"2, 203040, Note_off_c, 0, 47, 80
"
1730,"2, 203040, Note_on_c, 0, 63, 111
"
1731,"2, 203040, Note_on_c, 0, 57, 111
"
1732,"2, 203040, Note_on_c, 0, 54, 111
"
1733,"2, 203040, Note_on_c, 0, 47, 127
"
1734,"2, 203520, Note_off_c, 0, 63, 80
"
1735,"2, 203520, Note_off_c, 0, 57, 80
"
1736,"2, 203520, Note_off_c, 0, 54, 80
"
1737,"2, 203520, Note_off_c, 0, 47, 80
"
1738,"2, 203520, Note_on_c, 0, 66, 111
"
1739,"2, 203520, Note_on_c, 0, 57, 111
"
1740,"2, 204000, Note_off_c, 0, 66, 80
"
1741,"2, 204000, Note_off_c, 0, 57, 80
"
1742,"2, 204000, Note_on_c, 0, 64, 111
"
1743,"2, 204000, Note_on_c, 0, 56, 127
"
1744,"2, 204480, Note_off_c, 0, 64, 80
"
1745,"2, 204480, Note_off_c, 0, 56, 80
"
1746,"2, 204480, Note_on_c, 0, 51, 111
"
1747,"2, 204600, Note_off_c, 0, 51, 80
"
1748,"2, 204600, Note_on_c, 0, 47, 127
"
1749,"2, 204720, Note_off_c, 0, 47, 80
"
1750,"2, 204720, Note_on_c, 0, 54, 111
"
1751,"2, 204840, Note_off_c, 0, 54, 80
"
1752,"2, 204840, Note_on_c, 0, 51, 111
"
1753,"2, 204960, Note_off_c, 0, 51, 80
"
1754,"2, 204960, Note_on_c, 0, 59, 111
"
1755,"2, 205440, Note_off_c, 0, 59, 80
"
1756,"2, 205440, Note_on_c, 0, 71, 111
"
1757,"2, 205440, Note_on_c, 0, 66, 111
"
1758,"2, 205440, Note_on_c, 0, 63, 111
"
1759,"2, 205920, Note_off_c, 0, 71, 80
"
1760,"2, 205920, Note_off_c, 0, 66, 80
"
1761,"2, 205920, Note_off_c, 0, 63, 80
"
1762,"2, 205920, Note_on_c, 0, 51, 111
"
1763,"2, 206040, Note_off_c, 0, 51, 80
"
1764,"2, 206040, Note_on_c, 0, 45, 127
"
1765,"2, 206160, Note_off_c, 0, 45, 80
"
1766,"2, 206160, Note_on_c, 0, 54, 111
"
1767,"2, 206280, Note_off_c, 0, 54, 80
"
1768,"2, 206280, Note_on_c, 0, 51, 111
"
1769,"2, 206400, Note_off_c, 0, 51, 80
"
1770,"2, 206400, Note_on_c, 0, 57, 111
"
1771,"2, 206880, Note_off_c, 0, 57, 80
"
1772,"2, 206880, Note_on_c, 0, 73, 111
"
1773,"2, 206880, Note_on_c, 0, 66, 111
"
1774,"2, 206880, Note_on_c, 0, 61, 111
"
1775,"2, 207360, Note_off_c, 0, 73, 80
"
1776,"2, 207360, Note_off_c, 0, 66, 80
"
1777,"2, 207360, Note_off_c, 0, 61, 80
"
1778,"2, 207360, Note_on_c, 0, 48, 111
"
1779,"2, 207480, Note_off_c, 0, 48, 80
"
1780,"2, 207480, Note_on_c, 0, 44, 111
"
1781,"2, 207600, Note_off_c, 0, 44, 80
"
1782,"2, 207600, Note_on_c, 0, 51, 111
"
1783,"2, 207720, Note_off_c, 0, 51, 80
"
1784,"2, 207720, Note_on_c, 0, 48, 111
"
1785,"2, 207840, Note_off_c, 0, 48, 80
"
1786,"2, 207840, Note_on_c, 0, 56, 127
"
1787,"2, 208320, Note_off_c, 0, 56, 80
"
1788,"2, 208320, Note_on_c, 0, 75, 111
"
1789,"2, 208320, Note_on_c, 0, 66, 111
"
1790,"2, 208320, Note_on_c, 0, 60, 111
"
1791,"2, 208800, Note_off_c, 0, 75, 80
"
1792,"2, 208800, Note_off_c, 0, 66, 80
"
1793,"2, 208800, Note_off_c, 0, 60, 80
"
1794,"2, 208800, Note_on_c, 0, 56, 127
"
1795,"2, 209280, Note_off_c, 0, 56, 80
"
1796,"2, 209280, Note_on_c, 0, 72, 111
"
1797,"2, 209280, Note_on_c, 0, 66, 111
"
1798,"2, 209280, Note_on_c, 0, 63, 111
"
1799,"2, 209280, Note_on_c, 0, 56, 127
"
1800,"2, 209760, Note_off_c, 0, 72, 80
"
1801,"2, 209760, Note_off_c, 0, 66, 80
"
1802,"2, 209760, Note_off_c, 0, 63, 80
"
1803,"2, 209760, Note_off_c, 0, 56, 80
"
1804,"2, 209760, Note_on_c, 0, 73, 111
"
1805,"2, 209760, Note_on_c, 0, 64, 111
"
1806,"2, 209760, Note_on_c, 0, 49, 111
"
1807,"2, 210240, Note_off_c, 0, 73, 80
"
1808,"2, 210240, Note_off_c, 0, 64, 80
"
1809,"2, 210240, Note_off_c, 0, 49, 80
"
1810,"2, 210240, Note_on_c, 0, 52, 111
"
1811,"2, 210360, Note_off_c, 0, 52, 80
"
1812,"2, 210360, Note_on_c, 0, 49, 111
"
1813,"2, 210480, Note_off_c, 0, 49, 80
"
1814,"2, 210480, Note_on_c, 0, 56, 127
"
1815,"2, 210600, Note_off_c, 0, 56, 80
"
1816,"2, 210600, Note_on_c, 0, 52, 111
"
1817,"2, 210720, Note_off_c, 0, 52, 80
"
1818,"2, 210720, Note_on_c, 0, 61, 111
"
1819,"2, 211200, Note_off_c, 0, 61, 80
"
1820,"2, 211200, Note_on_c, 0, 73, 111
"
1821,"2, 211200, Note_on_c, 0, 68, 111
"
1822,"2, 211200, Note_on_c, 0, 64, 111
"
1823,"2, 211680, Note_off_c, 0, 73, 80
"
1824,"2, 211680, Note_off_c, 0, 68, 80
"
1825,"2, 211680, Note_off_c, 0, 64, 80
"
1826,"2, 211680, Note_on_c, 0, 51, 111
"
1827,"2, 211800, Note_off_c, 0, 51, 80
"
1828,"2, 211800, Note_on_c, 0, 47, 127
"
1829,"2, 211920, Note_off_c, 0, 47, 80
"
1830,"2, 211920, Note_on_c, 0, 56, 127
"
1831,"2, 212040, Note_off_c, 0, 56, 80
"
1832,"2, 212040, Note_on_c, 0, 51, 111
"
1833,"2, 212160, Note_off_c, 0, 51, 80
"
1834,"2, 212160, Note_on_c, 0, 59, 111
"
1835,"2, 212640, Note_off_c, 0, 59, 80
"
1836,"2, 212640, Note_on_c, 0, 75, 111
"
1837,"2, 212640, Note_on_c, 0, 68, 111
"
1838,"2, 212640, Note_on_c, 0, 63, 111
"
1839,"2, 213120, Note_off_c, 0, 75, 80
"
1840,"2, 213120, Note_off_c, 0, 68, 80
"
1841,"2, 213120, Note_off_c, 0, 63, 80
"
1842,"2, 213120, Note_on_c, 0, 50, 111
"
1843,"2, 213240, Note_off_c, 0, 50, 80
"
1844,"2, 213240, Note_on_c, 0, 46, 111
"
1845,"2, 213360, Note_off_c, 0, 46, 80
"
1846,"2, 213360, Note_on_c, 0, 53, 111
"
1847,"2, 213480, Note_off_c, 0, 53, 80
"
1848,"2, 213480, Note_on_c, 0, 49, 111
"
1849,"2, 213600, Note_off_c, 0, 49, 80
"
1850,"2, 213600, Note_on_c, 0, 58, 111
"
1851,"2, 214080, Note_off_c, 0, 58, 80
"
1852,"2, 214080, Note_on_c, 0, 77, 111
"
1853,"2, 214080, Note_on_c, 0, 68, 111
"
1854,"2, 214080, Note_on_c, 0, 62, 111
"
1855,"2, 214560, Note_off_c, 0, 77, 80
"
1856,"2, 214560, Note_off_c, 0, 68, 80
"
1857,"2, 214560, Note_off_c, 0, 62, 80
"
1858,"2, 214560, Note_on_c, 0, 58, 111
"
1859,"2, 215040, Note_off_c, 0, 58, 80
"
1860,"2, 215040, Note_on_c, 0, 74, 127
"
1861,"2, 215040, Note_on_c, 0, 68, 127
"
1862,"2, 215040, Note_on_c, 0, 65, 127
"
1863,"2, 215040, Note_on_c, 0, 58, 127
"
1864,"2, 215520, Note_off_c, 0, 74, 80
"
1865,"2, 215520, Note_off_c, 0, 68, 80
"
1866,"2, 215520, Note_off_c, 0, 65, 80
"
1867,"2, 215520, Note_off_c, 0, 58, 80
"
1868,"2, 215520, Note_on_c, 0, 75, 111
"
1869,"2, 215520, Note_on_c, 0, 66, 111
"
1870,"2, 215520, Note_on_c, 0, 51, 111
"
1871,"2, 216000, Note_off_c, 0, 75, 80
"
1872,"2, 216000, Note_off_c, 0, 66, 80
"
1873,"2, 216000, Note_off_c, 0, 51, 80
"
1874,"2, 216480, Note_on_c, 0, 70, 111
"
1875,"2, 216480, Note_on_c, 0, 63, 111
"
1876,"2, 216480, Note_on_c, 0, 54, 111
"
1877,"2, 216960, Note_off_c, 0, 70, 80
"
1878,"2, 216960, Note_off_c, 0, 63, 80
"
1879,"2, 216960, Note_off_c, 0, 54, 80
"
1880,"2, 216960, Note_on_c, 0, 71, 111
"
1881,"2, 216960, Note_on_c, 0, 63, 111
"
1882,"2, 216960, Note_on_c, 0, 56, 127
"
1883,"2, 217440, Note_off_c, 0, 71, 80
"
1884,"2, 217440, Note_off_c, 0, 63, 80
"
1885,"2, 217440, Note_off_c, 0, 56, 80
"
1886,"2, 218400, Note_on_c, 0, 63, 111
"
1887,"2, 218400, Note_on_c, 0, 54, 111
"
1888,"2, 218400, Note_on_c, 0, 46, 111
"
1889,"2, 218880, Note_off_c, 0, 63, 80
"
1890,"2, 218880, Note_off_c, 0, 54, 80
"
1891,"2, 218880, Note_off_c, 0, 46, 80
"
1892,"2, 218880, Note_on_c, 0, 62, 111
"
1893,"2, 218880, Note_on_c, 0, 56, 127
"
1894,"2, 218880, Note_on_c, 0, 53, 111
"
1895,"2, 218880, Note_on_c, 0, 42, 95
"
1896,"2, 219360, Note_off_c, 0, 62, 80
"
1897,"2, 219360, Note_off_c, 0, 56, 80
"
1898,"2, 219360, Note_off_c, 0, 53, 80
"
1899,"2, 219360, Note_off_c, 0, 42, 80
"
1900,"2, 219360, Note_on_c, 0, 63, 111
"
1901,"2, 219360, Note_on_c, 0, 54, 111
"
1902,"2, 219840, Note_off_c, 0, 63, 80
"
1903,"2, 219840, Note_off_c, 0, 54, 80
"
1904,"2, 219840, Note_on_c, 0, 70, 111
"
1905,"2, 220320, Note_off_c, 0, 70, 80
"
1906,"2, 220320, Note_on_c, 0, 70, 111
"
1907,"2, 220800, Note_off_c, 0, 70, 80
"
1908,"2, 220800, Note_on_c, 0, 70, 111
"
1909,"2, 221760, Note_off_c, 0, 70, 80
"
1910,"2, 221760, Note_on_c, 0, 62, 111
"
1911,"2, 222240, Note_off_c, 0, 62, 80
"
1912,"2, 222240, Note_on_c, 0, 63, 111
"
1913,"2, 222720, Note_off_c, 0, 63, 80
"
1914,"2, 222720, Note_on_c, 0, 65, 111
"
1915,"2, 223200, Note_off_c, 0, 65, 80
"
1916,"2, 223200, Note_on_c, 0, 66, 111
"
1917,"2, 223680, Note_off_c, 0, 66, 80
"
1918,"2, 223680, Note_on_c, 0, 66, 111
"
1919,"2, 223740, Note_off_c, 0, 66, 80
"
1920,"2, 223740, Note_on_c, 0, 65, 83
"
1921,"2, 224160, Note_off_c, 0, 65, 80
"
1922,"2, 224160, Note_on_c, 0, 63, 111
"
1923,"2, 224640, Note_off_c, 0, 63, 80
"
1924,"2, 224640, Note_on_c, 0, 62, 111
"
1925,"2, 224700, Note_off_c, 0, 62, 80
"
1926,"2, 224700, Note_on_c, 0, 64, 83
"
1927,"2, 224760, Note_off_c, 0, 64, 80
"
1928,"2, 224760, Note_on_c, 0, 62, 83
"
1929,"2, 224820, Note_off_c, 0, 62, 80
"
1930,"2, 224820, Note_on_c, 0, 64, 83
"
1931,"2, 224880, Note_off_c, 0, 64, 80
"
1932,"2, 224880, Note_on_c, 0, 62, 83
"
1933,"2, 224940, Note_off_c, 0, 62, 80
"
1934,"2, 224940, Note_on_c, 0, 64, 83
"
1935,"2, 225000, Note_off_c, 0, 64, 80
"
1936,"2, 225000, Note_on_c, 0, 60, 83
"
1937,"2, 225060, Note_off_c, 0, 60, 80
"
1938,"2, 225060, Note_on_c, 0, 61, 83
"
1939,"2, 225120, Note_off_c, 0, 61, 80
"
1940,"2, 225120, Note_on_c, 0, 63, 111
"
1941,"2, 225600, Note_off_c, 0, 63, 80
"
1942,"2, 225600, Note_on_c, 0, 63, 111
"
1943,"2, 225660, Note_off_c, 0, 63, 80
"
1944,"2, 225660, Note_on_c, 0, 70, 83
"
1945,"2, 226080, Note_off_c, 0, 70, 80
"
1946,"2, 226080, Note_on_c, 0, 70, 111
"
1947,"2, 226560, Note_off_c, 0, 70, 80
"
1948,"2, 226560, Note_on_c, 0, 70, 111
"
1949,"2, 227520, Note_off_c, 0, 70, 80
"
1950,"2, 227520, Note_on_c, 0, 62, 111
"
1951,"2, 228000, Note_off_c, 0, 62, 80
"
1952,"2, 228480, Note_on_c, 0, 70, 111
"
1953,"2, 228960, Note_off_c, 0, 70, 80
"
1954,"2, 228960, Note_on_c, 0, 70, 111
"
1955,"2, 229440, Note_off_c, 0, 70, 80
"
1956,"2, 229920, Note_on_c, 0, 64, 111
"
1957,"2, 230400, Note_off_c, 0, 64, 80
"
1958,"2, 230400, Note_on_c, 0, 64, 111
"
1959,"2, 230880, Note_off_c, 0, 64, 80
"
1960,"2, 231360, Note_on_c, 0, 69, 111
"
1961,"2, 231840, Note_off_c, 0, 69, 80
"
1962,"2, 231840, Note_on_c, 0, 69, 111
"
1963,"2, 232320, Note_off_c, 0, 69, 80
"
1964,"2, 232800, Note_on_c, 0, 62, 111
"
1965,"2, 233280, Note_off_c, 0, 62, 80
"
1966,"2, 233280, Note_on_c, 0, 62, 111
"
1967,"2, 233760, Note_off_c, 0, 62, 80
"
1968,"2, 233880, Tempo, 454545
"
1969,"2, 234000, Tempo, 454545
"
1970,"2, 234120, Tempo, 458015
"
1971,"2, 234240, Tempo, 461538
"
1972,"2, 234240, Note_on_c, 0, 69, 111
"
1973,"2, 234360, Tempo, 465116
"
1974,"2, 234480, Tempo, 468750
"
1975,"2, 234600, Tempo, 468750
"
1976,"2, 234720, Tempo, 472440
"
1977,"2, 234720, Note_off_c, 0, 69, 80
"
1978,"2, 234720, Note_on_c, 0, 69, 111
"
1979,"2, 234840, Tempo, 476190
"
1980,"2, 234960, Tempo, 476190
"
1981,"2, 235080, Tempo, 480000
"
1982,"2, 235200, Tempo, 483870
"
1983,"2, 235200, Note_off_c, 0, 69, 80
"
1984,"2, 235320, Tempo, 487804
"
1985,"2, 235440, Tempo, 491803
"
1986,"2, 235560, Tempo, 491803
"
1987,"2, 235680, Tempo, 495867
"
1988,"2, 235680, Note_on_c, 0, 69, 111
"
1989,"2, 235800, Tempo, 500000
"
1990,"2, 235920, Tempo, 500000
"
1991,"2, 236040, Tempo, 504201
"
1992,"2, 236160, Tempo, 508474
"
1993,"2, 236160, Note_off_c, 0, 69, 80
"
1994,"2, 236160, Note_on_c, 0, 69, 111
"
1995,"2, 236280, Tempo, 512820
"
1996,"2, 236400, Tempo, 517241
"
1997,"2, 236520, Tempo, 517241
"
1998,"2, 236640, Tempo, 521739
"
1999,"2, 238080, Note_off_c, 0, 69, 80
"
2000,"2, 238080, Tempo, 451127
"
2001,"2, 239040, Note_on_c, 0, 76, 111
"
2002,"2, 239160, Note_off_c, 0, 76, 80
"
2003,"2, 239160, Note_on_c, 0, 71, 111
"
2004,"2, 239280, Note_off_c, 0, 71, 80
"
2005,"2, 239280, Note_on_c, 0, 80, 111
"
2006,"2, 239400, Note_off_c, 0, 80, 80
"
2007,"2, 239400, Note_on_c, 0, 76, 111
"
2008,"2, 239520, Note_off_c, 0, 76, 80
"
2009,"2, 239520, Note_on_c, 0, 83, 111
"
2010,"2, 240000, Note_off_c, 0, 83, 80
"
2011,"2, 240480, Note_on_c, 0, 68, 111
"
2012,"2, 240600, Note_off_c, 0, 68, 80
"
2013,"2, 240600, Note_on_c, 0, 64, 111
"
2014,"2, 240720, Note_off_c, 0, 64, 80
"
2015,"2, 240720, Note_on_c, 0, 71, 111
"
2016,"2, 240840, Note_off_c, 0, 71, 80
"
2017,"2, 240840, Note_on_c, 0, 68, 111
"
2018,"2, 240960, Note_off_c, 0, 68, 80
"
2019,"2, 240960, Note_on_c, 0, 76, 111
"
2020,"2, 241440, Note_off_c, 0, 76, 80
"
2021,"2, 241920, Note_on_c, 0, 56, 127
"
2022,"2, 242040, Note_off_c, 0, 56, 80
"
2023,"2, 242040, Note_on_c, 0, 52, 111
"
2024,"2, 242160, Note_off_c, 0, 52, 80
"
2025,"2, 242160, Note_on_c, 0, 59, 111
"
2026,"2, 242280, Note_off_c, 0, 59, 80
"
2027,"2, 242280, Note_on_c, 0, 56, 127
"
2028,"2, 242400, Note_off_c, 0, 56, 80
"
2029,"2, 242400, Note_on_c, 0, 64, 111
"
2030,"2, 242880, Note_off_c, 0, 64, 80
"
2031,"2, 242880, Note_on_c, 0, 64, 111
"
2032,"2, 242880, Note_on_c, 0, 58, 111
"
2033,"2, 242880, Note_on_c, 0, 49, 111
"
2034,"2, 243360, Note_off_c, 0, 64, 80
"
2035,"2, 243360, Note_off_c, 0, 58, 80
"
2036,"2, 243360, Note_off_c, 0, 49, 80
"
2037,"2, 243360, Note_on_c, 0, 64, 111
"
2038,"2, 243360, Note_on_c, 0, 61, 111
"
2039,"2, 243360, Note_on_c, 0, 46, 127
"
2040,"2, 243840, Note_off_c, 0, 64, 80
"
2041,"2, 243840, Note_off_c, 0, 61, 80
"
2042,"2, 243840, Note_off_c, 0, 46, 80
"
2043,"2, 243840, Note_on_c, 0, 64, 111
"
2044,"2, 243840, Note_on_c, 0, 61, 111
"
2045,"2, 244320, Note_off_c, 0, 64, 80
"
2046,"2, 244320, Note_off_c, 0, 61, 80
"
2047,"2, 244320, Note_on_c, 0, 63, 111
"
2048,"2, 244320, Note_on_c, 0, 59, 111
"
2049,"2, 244800, Note_off_c, 0, 63, 80
"
2050,"2, 244800, Note_off_c, 0, 59, 80
"
2051,"2, 244800, Note_on_c, 0, 75, 111
"
2052,"2, 244920, Note_off_c, 0, 75, 80
"
2053,"2, 244920, Note_on_c, 0, 69, 111
"
2054,"2, 245040, Note_off_c, 0, 69, 80
"
2055,"2, 245040, Note_on_c, 0, 78, 111
"
2056,"2, 245160, Note_off_c, 0, 78, 80
"
2057,"2, 245160, Note_on_c, 0, 75, 111
"
2058,"2, 245280, Note_off_c, 0, 75, 80
"
2059,"2, 245280, Note_on_c, 0, 81, 111
"
2060,"2, 245760, Note_off_c, 0, 81, 80
"
