,0
3068,"4, 0, Control_c, 4, 100, 0
"
3069,"4, 0, Control_c, 4, 101, 0
"
3070,"4, 0, Control_c, 5, 100, 0
"
3071,"4, 0, Control_c, 5, 101, 0
"
3072,"4, 0, Control_c, 4, 7, 121
"
3073,"4, 0, Control_c, 5, 7, 121
"
3074,"4, 0, Control_c, 4, 10, 64
"
3075,"4, 0, Control_c, 5, 10, 64
"
3076,"4, 0, Control_c, 4, 93, 0
"
3077,"4, 0, Control_c, 5, 93, 0
"
3078,"4, 0, Control_c, 4, 91, 127
"
3079,"4, 0, Control_c, 5, 91, 127
"
3080,"4, 0, Program_c, 4, 24
"
3081,"4, 0, Program_c, 5, 24
"
3082,"4, 0, Control_c, 5, 6, 8
"
3083,"4, 153600, Note_on_c, 4, 55, 127
"
3084,"4, 153840, Note_off_c, 4, 55, 80
"
3085,"4, 153840, Note_on_c, 4, 59, 111
"
3086,"4, 154080, Note_off_c, 4, 59, 80
"
3087,"4, 154080, Note_on_c, 4, 54, 111
"
3088,"4, 154320, Note_off_c, 4, 54, 80
"
3089,"4, 154320, Note_on_c, 4, 59, 111
"
3090,"4, 154560, Note_off_c, 4, 59, 80
"
3091,"4, 157680, Note_on_c, 4, 64, 111
"
3092,"4, 157920, Note_off_c, 4, 64, 80
"
3093,"4, 175200, Note_on_c, 4, 55, 127
"
3094,"4, 175440, Note_off_c, 4, 55, 80
"
3095,"4, 175440, Note_on_c, 4, 59, 111
"
3096,"4, 175680, Note_off_c, 4, 59, 80
"
3097,"4, 175680, Note_on_c, 4, 54, 111
"
3098,"4, 175920, Note_off_c, 4, 54, 80
"
3099,"4, 175920, Note_on_c, 4, 59, 111
"
3100,"4, 176160, Note_off_c, 4, 59, 80
"
3101,"4, 179280, Note_on_c, 4, 64, 111
"
3102,"4, 179520, Note_off_c, 4, 64, 80
"
3103,"4, 179520, End_track
"
3104,"0, 0, End_of_file"
